iata_code;1;2
HUB;Хамберт-Ривер;Humbert River
HUC;;Humacao Arpt
HUD;;Humboldt
HUE;Хумера;Humera
HUF;;Hulman Field
HUG;Хухутенанго;Huehuetenango
HUH;;Huahine
HUI;;Phu Bai
HUJ;;Hugo
HUK;;Hukuntsi
HUL;;International
HUM;;Terrebonne
HUN;Хуалянь;Hualien
HUQ;Хоун;Houn
HUS;;Municipal
HUT;;Hutchinson
HUU;Уануко;Huanuco
HUV;Худиксвалл;Hudiksvall
HUX;Хуатулко;Huatulco
HUY;;Humberside International
HUZ;Хуэйчжоу;Huizhou
HVA;Аналалава;Analalava
HVB;Херви Бей;Hervey Bay
HVD;;Khovd
HVE;;Intermediate
HVG;;Valan
HVK;Холмавик;Holmavik
HVM;Хваммстанги;Hvammstangi
HVN;;New Haven
HVR;;City County
HVS;;Municipal
HWA;Хавабанго;Hawabango
HWD;;Air Terminal
HWI;;SPB
HWK;;Wilpena Pound
HWN;;Hwange Nat Park
HWO;;North Perry
HXX;;Hay
HYA;;Barnstable
HYC;Хай-Вайкомб;High Wycombe
HYD;;Rajiv Gandhi Airport
HYF;Хейфильдз;Hayfields
HYG;;SPB
HYL;;SPB
HYN;Хуанань;Huangyan
HYR;;Municipal
HYS;;Municipal
HYV;Хивинкаа;Hyvinkaa
HZB;;Merville/Calonne
HZG;Ханьчжун;Hanzhong
HZH;;Liping
HZK;Хусавик;Husavik
HZL;;Hazleton
HZV;Хезивью;Hazyview
IAA;Игарка;Igarka
IAB;;Mcconnell AFB
IAD;;Washington Dulles International
IAG;;International
IAH;;George Bush Intercontinental
IAM;;In Amenas
IAN;;Bob Barker Memorial
IAQ;Бахреган;Bahregan
IAR;Туношна;Tunoshna
IAS;Иаси;Iasi
IAU;;Iaura
IBA;Ибадан;Ibadan
IBE;Ибаги;Ibague
IBI;Ибоки;Iboki
IBL;;Indigo Bay Lodge
IBO;Ибо;Ibo
IBP;Иберия;Iberia
IBZ;Ибица;Ibiza
ICA;Икабару;Icabaru
ICI;Кикия;Cicia
ICK;;Nieuw Nickerie
ICL;;Municipal
ICN;;Incheon International
ICO;;Sicogon Island
ICR;Никаро;Nicaro
ICT;;Mid-Continent
ICY;;Icy Bay
IDA;;Fanning Field
IDB;Идре;Idre
IDC;;Ila Da Chilonzuene
IDF;Идиофа;Idiofa
IDG;;Municipal
IDI;;ndiana County Airport (Jimmy Stewart Field)
IDK;;Indulkana
IDN;Индаген;Indagen
IDO;;Rio
IDP;Индепенденс;Independence
IDR;;Devi Ahilyabai Holkar
IEG;;Babimost
IEJ;Иежима;Iejima
IES;;Riesa
IEV;Жуляны;Zhulhany
IFA;;Iowa Falls
IFF;;Iffley
IFH;;Hesa
IFJ;Исафьордур;Isafjordur
IFL;;Innisfail
IFN;;Shahid Beheshti
IFO;Иваново-Франковск;Ivano-Frankovsk
IFP;;Laughlin Bullhead Intl
IGA;;Inagua
IGB;Инженеро-Джако;Ingeniero Jacobacci
IGE;Игуэла;Iguela
IGG;;Igiugig
IGH;;Ingham
IGL;;Cigli Military Arpt
IGM;;Kingman
IGN;;Maria Cristina
IGO;Чигородо;Chigorodo
IGR;;Cataratas
IGS;;Ingolstadt-manching
IGU;;Cataratas
IHA;;Niihama
IHC;;Inhaca
IHN;Кишн;Qishn
IHO;Ихоси;Ihosy
IHR;;Iran Shahr
IHU;Иху;Ihu
IIA;Инишмаан;Inishmaan
IIL;;Ilaam
IIN;Нисиноомоте;Nishinoomote
IIS;Ниссан-Айленд;Nissan Island
IJK;Ижевск;Izhevsk
IJU;;J. Batista Bos Filho Airport
IJX;;Municipal
IKB;;Wilkes County
IKI;Ики;Iki
IKK;;Greater Kankakee
IKL;Икела;Ikela
IKO;;Nikolski AFS
IKP;;Inkerman
IKS;Тикси;Tiksi
IKT;Иркутск;Irkutsk
ILA;Иллага;Illaga
ILB;;Ilha Solteira
ILE;;Municipal
ILF;;Ilford
ILG;;Greater Wilmington
ILH;;Illis Airbase
ILI;;Iliamna
ILK;Илака;Ilaka
ILL;;Willmar
ILM;;Wilmington International
ILN;;Clinton Field
ILO;;Mandurriao
ILP;;Ile Des Pins
ILQ;;Ilo
ILR;Илорин;Ilorin
ILU;Килагуни;Kilaguni
ILX;;Ileg
ILY;;Glenegedale
ILZ;Жилина;Zilina
IMA;Иамалеле;Iamalele
IMB;Имбаимадай;Imbaimadai
IMD;Имонда;Imonda
IMF;;Municipal
IMG;Иньяминга;Inhaminga
IMI;;Ine Island
IMK;Симикот;Simikot
IML;;Imperial
IMM;;Immokalee
IMN;;Imane
IMO;;Zemio
IMP;;Imperatriz
IMT;;Ford
IMZ;Нимроз;Nimroz
INA;Инта;Inta
INB;Индепенденс;Independence
INC;Фучуан;Yinchuan
IND;;Indianapolis International
INE;Шинде;Chinde
INF;;Newark Liberty International
ING;;Lago Argentino
INH;Иньямбане;Inhambane
INI;;Constantine The Great International
INJ;;Injune
INK;;Wink
INL;;Falls Intl
INM;;Innamincka
INN;;Innsbruck-kranebitten
INO;Инонго;Inongo
INQ;Инишир;Inisheer
INR;;Kincheloe AFB
INS;;Af Aux
INT;;Smith-Reynolds
INU;;Nauru International
INV;;Inverness
INW;;Winslow-Lindbergh
INX;Инанватан;Inanwatan
INY;;Inyati
INZ;Ин-Салах;In Salah
IOA;Ионина;Ioannina
IOK;Иокеа;Iokea
IOM;;Ronaldsway
ION;Импфондо;Impfondo
IOP;Иома;Ioma
IOR;;Kilronan
IOS;;Eduardo Gomes
IOU;;Ile Ouen
IOW;Айова Сити;Iowa City
IPA;Ипота;Ipota
IPC;;Mataveri
IPE;Ипил;Ipil
IPG;Ипиранга;Ipiranga
IPH;;Sultan Azlan Shah Airport
IPI;Сан-Луис;San Luis
IPL;;Imperial County
IPN;;Usiminas
IPT;;Lycoming County
IPU;;Ipiau
IPW;;Ipswich (Closed)
IQM;Куэмо;Qiemo
IQN;Куаньян;Qingyang
IQQ;;Cavancha
IQT;;C.F. Secada
IRA;Киракира;Kirakira
IRB;;Municipal
IRC;;Circle City
IRD;;Ishurdi
IRE;;Irece
IRG;;Lockhart River
IRI;;Nduli
IRJ;;Capitan Vicente Almando
IRK;;Municipal
IRN;Ириона;Iriona
IRO;;Birao
IRP;;Matari
IRS;;Kirsch Municipal
ISA;;Mount Isa
ISB;;Islamabad International
ISC;;St Marys
ISD;Искуанде;Iscuande
ISE;Испарта;Isparta
ISG;Исигаки;Ishigaki
ISH;о.Искья;Ischia
ISI;;Isisford
ISJ;Айла Мухерес;Isla Mujeres
ISK;;Gandhinagar Arpt
ISL;;Isabel Pass
ISM;;Kissimmee Gateway
ISN;;Sloulin Field Intl
ISO;;Stallings Field
ISP;;Long Island Mac Arthur
ISQ;;Schoolcraft County
ISS;;Wiscasset
IST;;Ataturk
ISW;;Alexander Field
ITA;;Itacoatiara
ITB;;Itaituba
ITE;;Itubera
ITH;;Tompkins County
ITI;;Itambacuri
ITK;Итокама;Itokama
ITM;;Itami
ITN;;Itabuna
ITO;;Hilo International
ITP;;Itaperuna
ITQ;;Itaqui
ITR;;Hidroeletrica
IUE;;Hanan
IUL;;Ilu
IUM;;Summit Lake
IUS;Инус;Inus
IVA;Амбандза;Ambanja
IVC;Инверкаргилл;Invercargill
IVG;Иванград;Ivangrad
IVH;;Ivishak
IVL;Ивало;Ivalo
IVO;Чиволо;Chivolo
IVR;;Inverell
IVW;;Inverway
IWA;Иваново;Ivanovo
IWD;;Gogebic County
IWJ;Ивами;Iwami
IWO;;Iwo Jima Airbase
IWS;;West Houston
IXA;;Singerbhil
IXB;Багдогра;Bagdogra
IXC;Чандигарх;Chandigarh
IXD;;Bamrauli
IXE;;Bajpe
IXG;;Sambre
IXH;Кайлашахар;Kailashahar
IXI;Лилабари;Lilabari
IXJ;;Satwari
IXK;Кешод;Keshod
IXL;;Bakula Rimpoche
IXM;Мадурай;Madurai
IXN;Ховаи;Khowai
IXP;Патханкот;Pathankot
IXQ;Камалпур;Kamalpur
IXR;;Birsa Munda International
IXS;;Kumbhirgram
IXT;Пасигхат;Pasighat
IXU;;Chikkalthana
IXV;Алонг;Along
IXW;;Sonari
IXY;Кандия;Kandla
IXZ;Порт-Блер;Port Blair
IYK;;Kern County
IZO;Идзумо;Izumo
IZT;Ихтепек;Ixtepec
JAA;Джелалабад;Jalalabad
JAB;Джабиру;Jabiru
JAC;;Jackson Hole
JAD;;Jandakot
JAE;;Technology Park
JAF;;Kankesanturai
JAG;Джакобабад;Jacobabad
JAH;;Agora Helipad
JAI;;Sanganeer
JAJ;;Perimeter Mall
JAK;;Jacmel
JAL;Халапа;Jalapa
JAM;Джамбол;Jambol
JAN;;Jackson-evers
JAO;;Beaver Ruin
JAP;;Punta Renes
JAQ;Жакино-Бей;Jacquinot Bay
JAR;;Jahrom
JAS;;County
JAT;;Jabot
JAU;Хауха;Jauja
JAV;;Ilulissat
JAX;;Jacksonville,
JBC;;Boston City Heliport
JBK;;Berkeley
JBP;;Commerce Bus. Plaza
JBR;;Jonesboro
JBS;;Hacienda Bus.Park H/P
JBT;;City Landing
JCA;;Croisette Heliport
JCB;;Joacaba
JCC;;China Basin Heliport
JCD;;Downtown Heliport
JCE;;Convention Center H/P
JCH;;Qasigiannguit
JCI;;New Century Aircenter Airport
JCJ;;Chuja Heliport
JCK;;Julia Creek
JCM;;Jacobina
JCN;;Heliport
JCO;;Heliport
JCR;;Jacareacanga
JCT;;Kimble County
JCU;;Ceuta Heliport
JCX;;Citicorp Plaza H/P
JCY;;Johnson
JDA;;John Day
JDB;;Downtown Heliport
JDF;;Francisco De Assis
JDH;Джодхпур;Jodhpur
JDM;;Downtown Heliport
JDN;Иордания;Jordan
JDO;;Regional Do Cariri
JDP;;Heliport De Paris
JDT;;Downtown Heliport
JDX;;Central Bus. District
JDY;;Heliport
JDZ;Цзиньдэчжэнь;Jingdezhen
JED;;King Abdulaziz International
JEE;Жереми;Jeremie
JEF;;Memorial
JEG;;Aasiaat
JEJ;Джех;Jeh
JEM;;Heliport
JEQ;;Jequie
JER;Джерси;Jersey
JEV;;Heliport
JFK;;John F Kennedy Intl
JFM;;Heliport
JFN;;Ashtabula
JFR;Паармют;Frederikshab
JGA;;Govardhanpur
JGB;Джагдалпур;Jagdalpur
JGC;;Heliport
JGE;;Heliport
JGL;;Galleria Heliport
JGN;Цзяюйгуань;Jiayuguan
JGO;;Qeqertarsuaq
JGP;;Greenway Plaza H/P
JGQ;;Transco Twr Galleria
JGR;;Heliport
JGS;;Ji An/Jing Gang Shan
JGX;;Heliport
JHB;;Sultan Ismail Intl
JHC;;Island Heliport
JHE;;Heliport
JHG;;Gasa
JHM;;Kapalua
JHQ;;Shute Harbour H/P
JHS;;Sisimiut
JHW;Джеймстаун;Jamestown
JHY;;Hyatt Regency H/P
JIA;;Juina
JIB;;Ambouli
JID;;City Of Industry H/P
JIJ;;Jigiga
JIK;;Ikaria
JIL;Цзилинь;Jilin
JIM;Джимма;Jimma
JIN;Джинджа;Jinja
JIO;;Intl Heliport
JIP;Хипихапа;Jipijapa
JIR;Джири;Jiri
JIU;Цзюцзянь;Jiujiang
JIW;Дживани;Jiwani
JJI;Хуанхуй;Juanjui
JJN;Цзиньян;Jinjiang
JJU;;Heliport
JKG;;Axamo
JKH;Хиос;Chios
JKR;Джанакпур;Janakpur
JKT;;Soekarno-hatta Intl
JKV;;Cherokee County
JLA;;Quartz Creek
JLB;;Heliport
JLD;;Heliport
JLH;;US Army Heliport
JLN;;Joplin Regional
JLO;Езоло;Jesolo
JLP;;Juan Les Pins
JLR;Джабалпур;Jabalpur
JLS;;Jales
JLX;;Union Station H/P
JMA;;Marriot Astrodome
JMB;Джамба;Jamba
JMC;;Marin County
JMD;;Market Centre H/P
JMH;;Marriott Heliport
JMK;Миконос;Mikonos
JMM;;Malmo Harbour Heliport
JMN;;Municipal Heliport
JMO;Джомсом;Jomsom
JMS;Джеймстаун;Jamestown
JMU;Цзиамуси;Jiamusi
JMY;;Mammy Yoko Heliport
JNA;;Januaria
JNG;Цзинин;Jining
JNH;;North Park Inn H/P
JNI;Хунин;Junin
JNN;Нанорталик;Nanortalik
JNP;;Heliport
JNS;;Heliport
JNU;;Boundary Bay
JNX;;Naxos Airport
JNZ;Цзичжоу;Jinzhou
JOC;;Centerport Heliport
JOE;Йоенсуу;Joensuu
JOG;;Adisutjipto
JOH;;Port Saint Johns
JOI;;Lauro Carneiro De Loyola
JOK;Йошкар-Ола;Joshkar-Ola
JOL;Жоло;Jolo
JOM;Ньомбе;Njombe
JON;;Johnston Island
JOP;Жозефсталль;Josephstaal
JOR;;The City Heliport
JOS;Йос;Jos
JOT;;Municipal
JPA;;Castro Pinto
JPD;;Heliport
JPN;;Pentagon Army
JPR;;Ji-Parana
JPT;;Park Ten Heliport
JPU;;La Defense Heliport
JQA;;Qaarsut
JQE;Жак;Jaque
JRA;;West 30th St Heliport
JRB;;Downtown Manhattan H/p
JRC;;Municipal Heliport
JRD;;Heliport
JRE;;East 60th Street H/P
JRH;;Rowriah
JRK;Арсук;Arsuk
JRN;;Juruena
JRO;Килиманджаро;Kilimanjaro
JRS;Иерусалим;Jerusalem
JSA;Джайсалмер;Jaisalmer
JSD;;Sikorsky Heliport
JSG;;San Rafael H/P
JSH;;Sitia
JSI;Скиатлос;Skiathos
JSK;;Municipal Heliport
JSL;;Steel Pier Hlpt
JSM;;Jose De San Martin
JSN;;Sherman Oaks H/P
JSO;;Sodertalje Heliport
JSP;;Seogwipo Heliport
JSR;Джессор;Jessore
JSS;Спецаи-Айленд;Spetsai Island
JST;;Cambria County
JSU;;Heliport
JSY;Сирос-Айленд;Syros Island
JTI;;Jatai
JTO;;Heliport
JTR;;Santorini (Thira)
JTY;;Astypalaia
JUA;Жуара;Juara
JUB;Джуба;Juba
JUC;;Universal City H/P
JUI;Юист;Juist
JUJ;;El Cadillal
JUL;Хулиака;Juliaca
JUM;Джумла;Jumla
JUN;;Jundah
JUO;Журадо;Jurado
JUP;;Cable Heliport
JUR;;Jurien Bay
JUT;Хутикальпа;Juticalpa
JUV;;Heliport
JUZ;;Juzhou
JVA;Анкавандра;Ankavandra
JVI;;Central Jersey Regional Airport
JVL;;Rock County
JWA;Жваненг;Jwaneng
JWC;;Warner Cntr Bus. Plaza
JWH;;Westchase Hilton H/P
JWL;;Woodlawns
JWN;;Zanjan
JXN;;Reynolds Municipal
JYR;;Jiroft
JYV;Ювяскюля;Jyvaskyla
JZH;;Jiu Zhai Huang Long
KAA;Касама;Kasama
KAB;Кариба;Kariba
KAC;Камешли;Kameshli
KAD;Кадуна;Kaduna
KAE;;SPB
KAF;Карато;Karato
KAG;Гангнеунг;Gangneung
KAH;;City Heliport
KAI;Каетер;Kaieteur
KAJ;Каяне;Kajaani
KAK;;Kar
KAL;;Kaltag
KAM;;Kamaran Is
KAN;;Aminu Kano Intl Apt
KAO;Кусамо;Kuusamo
KAP;Капанга;Kapanga
KAQ;Камулай;Kamulai
KAR;Камаранг;Kamarang
KAS;Карасбург;Karasburg
KAT;Кайтайа;Kaitaia
KAU;Каухава;Kauhava
KAV;Каванаен;Kavanayen
KAW;Котонг;Kawthaung
KAX;;Kalbarri
KAY;Вакая-Айленд;Wakaya Island
KAZ;Кау;Kau
KBA;Кабала;Kabala
KBB;Киркимби;Kirkimbie
KBC;;Birch Creek
KBD;;Kimberley Downs
KBE;;Hot Springs SPB
KBF;Карубага;Karubaga
KBG;;Kabalega Falls
KBH;Калат;Kalat
KBI;Криби;Kribi
KBJ;Кингз Каньон;Kings Canyon
KBK;;Klag Bay
KBL;;Khwaja Rawash
KBM;Кабвум;Kabwum
KBN;Кабинда;Kabinda
KBO;Кабало;Kabalo
KBP;Борисполь;Borispol
KBQ;Касунгу;Kasungu
KBR;;Sultan Ismail Petra
KBS;;Bo
KBT;;Kaben
KBU;Котабару;Kotabaru
KBV;Краби;Krabi
KBW;;Chignik Bay
KBX;Камбуая;Kambuaya
KBY;;Streaky Bay
KBZ;Каикоура;Kaikoura
KCA;Куга;Kuqa
KCB;;Tepoe Airstrip
KCC;;Coffman Cove SPB
KCD;;Kamur
KCE;;Collinsville
KCF;;Kadanwari
KCG;;Fisheries
KCH;Кучинг;Kuching
KCI;;Kon
KCJ;;Komaio
KCK;;Fairfax Municipal
KCL;;Lagoon
KCM;;Kahramanmaras
KCN;;SPB
KCO;;Cengiz Topel
KCP;Каменец-Подольский;Kamenets-podolskiy
KCQ;;Chignik
KCR;;Colorado Creek
KCS;Кингз-Крик;Kings Creek Station
KCT;Коггала;Koggala
KCU;Масинди;Masindi
KCZ;Кочи;Kochi
KDA;Колда;Kolda
KDB;;Kambalda
KDC;Канди;Kandi
KDD;Хуздар;Khuzdar
KDE;Короба;Koroba
KDF;;Kouba
KDG;Карджали;Kardjali
KDH;Кандагар;Kandahar
KDI;;Wolter Monginsidi
KDK;;Municipal
KDL;Кярдла;Kardla
KDM;;Kaadedhdhoo
KDN;;Ndende
KDO;;Kadhdhoo
KDP;Кандеп;Kandep
KDQ;;Kamberatoro
KDR;Кандриан;Kandrian
KDS;;Kamaran Downs
KDT;;Kamphangsaen
KDU;Скарду;Skardu
KDV;Кандаву;Kandavu
KDW;;Vic. Resevour Kandy
KDY;;Mahaweli
KDZ;;Polgolla Reservoir
KEA;Кейса;Keisah
KEB;;Nanwalek
KEC;Касенга;Kasenga
KED;Кеди;Kaedi
KEE;Келле;Kelle
KEF;;Keflavik International
KEG;Кегльсугль;Keglsugl
KEH;;Kenmore Air Harbor
KEI;Кепи;Kepi
KEJ;Кемерово;Kemerovo
KEK;;Ekwok
KEL;;Kiel-Holtenau
KEM;;Kemi/Tornio
KEN;Кенема;Kenema
KEO;;Odienne
KEP;Непалгандж;Nepalganj
KEQ;Кебар;Kebar
KER;Керман;Kerman
KES;;Kelsey
KET;;Keng Tung
KEU;;Kelly Bar
KEV;;Halli
KEW;;Keewaywin
KEX;Канабеа;Kanabea
KEY;Керичо;Kericho
KEZ;;Kelaniya River
KFA;Киффа;Kiffa
KFG;Калкурунг;Kalkurung
KFP;;False Pass
KFS;Кастамону;Kastamonu
KGA;Кананга;Kananga
KGB;Конге;Konge
KGC;;Kingscote
KGD;Калининград;Kaliningrad
KGE;;Kagau
KGF;Карагандинский международный аэропорт;Karaganda
KGG;Кедугу;Kedougou
KGH;Йонгай;Yongai
KGI;Калгурли;Kalgoorlie
KGJ;Каронга;Karonga
KGK;;New Koliganek
KGL;;Gregoire Kayibanda
KGM;;Kungum
KGN;Казонго-Лунда;Kasongo Lunda
KGO;Кировоград;Kirovograd
KGP;Когалым;Kogalym International
KGR;;Kulgera
KGS;;Kos Island International Airport
KGU;Кенингау;Keningau
KGW;Каги;Kagi
KGX;;Grayling
KGY;;Kingaroy
KGZ;;Glacier Creek
KHA;Ханех;Khaneh
KHC;Керчь;Kerch
KHD;;Khorramabad
KHE;Херсон;Kherson
KHG;Каши;Kashi
KHH;;Kaoshiung International Airport
KHI;;Quaid-e-azam Intl
KHJ;Каухайоки;Kauhajoki
KHK;;Khark Island
KHL;Кхулна;Khulna
KHM;Хамти;Khamti
KHN;Наньчан;Nanchang
KHO;;Khoka Moya
KHR;;Kharkhorin
KHS;Хасаб;Khasab
KHT;Хост;Khost
KHU;Кременчуг;Kremenchug
KHV;Хабаровск (Новый);Khabarovsk(Novy)
KHW;;Khwai River Lodge
KHY;;Khoy
KHZ;;Kauehi
KIA;Кайапит;Kaiapit
KIB;;SPB
KIC;;Mesa Del Rey
KID;Кристианстад;Kristianstad
KIE;;Aropa
KIF;;Kingfisher Lake
KIG;;Koinghaas
KIH;Киш Айленд;Kish Island
KII;;Kibuli
KIJ;Ниигата;Niigata
KIK;Киркук;Kirkuk
KIL;Килва;Kilwa
KIM;Кимберли;Kimberley
KIN;;Norman Manley
KIO;;Kili Island
KIP;;Kickapoo
KIQ;Кира;Kira
KIR;;Kerry
KIS;Кисуму;Kisumu
KIT;Китира;Kithira
KIU;Киунга;Kiunga
KIV;Кишинев;Kishinev
KIW;;Southdowns
KIX;;Kansai International
KIY;Килва;Kilwa
KIZ;Кикинонда;Kikinonda
KJA;Емельяново;Emelyanovo
KJK;;Kortrijk
KJP;Керама;Kerama
KJU;Камираба;Kamiraba
KKA;;Koyuk
KKB;;SPB
KKC;Кхон Каен;Khon Kaen
KKD;Кокода;Kokoda
KKE;;Kerikeri/Bay of Islands
KKF;;Kagvik Creek
KKG;Конаварук;Konawaruk
KKH;;Kongiganak
KKI;;Spb
KKJ;Кита-Кюсю;Kita Kyushu
KKK;;Kalakaket AFS
KKL;;Karluk Lake SPB
KKM;Лоп Бури;Lop Buri
KKN;;Hoeybuktmoen
KKO;Кайкоэ;Kaikohe
KKP;;Koolburra
KKR;;Kaukura Atoll
KKT;;Kentland
KKU;;Ekuk
KKW;Киквит;Kikwit
KKX;Кикаига-Сима;Kikaiga Shima
KKY;Килкенни;Kilkenny
KKZ;;Koh Kong
KLB;Калабо;Kalabo
KLC;Каолак;Kaolack
KLD;Мигалово;Migalovo
KLE;Келе;Kaele
KLF;Калуга;Kaluga
KLG;;Municipal
KLH;Колхапур;Kolhapur
KLI;;Kota Koli
KLK;Калокол;Kalokol
KLL;;Levelock
KLM;;Kalaleh
KLN;;Larsen SPB
KLO;Калибо;Kalibo
KLP;;Kelp Bay
KLQ;Келуанг;Keluang
KLR;Калмар;Kalmar
KLS;;Longview
KLT;Кайзерслаутерн;Kaiserslautern
KLU;;Alpe Adria
KLV;Карловы Вары;Karlovy Vary
KLW;;Klawock
KLX;Каламата;Kalamata
KLY;Калима;Kalima
KLZ;Кляйнзи;Kleinzee
KMA;Керема;Kerema
KMB;Койнамбе;Koinambe
KMC;;King Khalid Military
KMD;Манджи;Mandji
KME;Камембе;Kamembe
KMF;Камина;Kamina
KMG;Кунминг;Kunming
KMH;Куруман;Kuruman
KMI;Миядзаки;Miyazaki
KMJ;Кумамото;Kumamoto
KMK;Макабана;Makabana
KML;;Kamileroi
KMM;Кимам;Kimam
KMN;Камина;Kamina
KMO;;Manokotak SPB
KMP;;J.G.H. Van Der Wath
KMQ;Коматсу;Komatsu
KMR;Каримуи;Karimui
KMS;Кумаси;Kumasi
KMT;Кампот;Kampot
KMU;Кисмайо;Kismayu
KMV;Калемьо;Kalemyo
KMW;Кострома;Kostroma
KMX;;Khamis Mushait
KMY;;Moser Bay
KMZ;;Kaoma
KNA;Вина дель Мар;Vina del Mar
KNB;Канаб;Kanab
KND;Кинду;Kindu
KNE;Канайндж;Kanainj
KNF;;Marham RAF
KNG;Каймана;Kaimana
KNH;;Shang-Yi
KNI;;Katanning
KNJ;Киндамба;Kindamba
KNK;;Kakhonak
KNL;;Kelanoa
KNM;Каниама;Kaniama
KNN;Канкан;Kankan
KNO;;Knokke/Het Zoute
KNP;;Capanda
KNQ;Коне;Kone
KNR;;Jam
KNS;;King Island
KNT;;Municipal
KNU;Канпур;Kanpur
KNV;;Knights Inlet
KNW;;New Stuyahok
KNX;Кунунурра;Kununurra
KNY;;Kinoosao
KNZ;Кеньеба;Kenieba
KOA;;Kona International Airport
KOB;Кутаба;Koutaba
KOC;Кумак;Koumac
KOD;Котабангун;Kotabangun
KOE;;Eltari
KOF;;Komatipoort
KOG;Кхонг;Khong
KOH;;Koolatah
KOI;;Orkney Island
KOJ;Кагошима;Kagoshima
KOK;;Kruunupyy
KOL;Кумала;Koumala
KOM;Комо-Манда;Komo-Manda
KON;Контум;Kontum
KOO;Конголо;Kongolo
KOP;Накхон-Пханом;Nakhon Phanom
KOQ;;Koethen
KOR;Кокоро;Kokoro
KOS;;Sihanoukville
KOT;;Kotlik
KOU;Куламуту;Koulamoutou
KOV;Кокшетау;Kokshetau
KOW;Ганчжоу;Ganzhou
KOX;Коконао;Kokonao
KOY;;Olga Bay SPB
KOZ;;Ouzinkie SPB
KPA;Копьяго;Kopiago
KPB;;Point Baker SPB
KPC;;Port Clarence
KPD;;King Of Prussia
KPE;Япсией;Yapsiei
KPF;;Kondubol
KPG;Курупунг;Kurupung
KPH;;Pauloff Harbor SPB
KPI;;Kapit
KPK;;Parks SPB
KPL;;Kapal
KPM;Компиам;Kompiam
KPN;;Kipnuk SPB
KPO;Пхохан;Pohang
KPP;;Kalpowar
KPR;;Port Williams SPB
KPS;;Kempsey
KPT;;Jackpot
KPV;;Perryville SPB
KPY;;Port Bailey SPB
KQA;Акутан;Akutan
KQB;;Koonibba
KQL;Кол;Kol
KRA;;Kerang
KRB;;Karumba
KRC;;Kerinci
KRD;;Kurundi
KRE;;Kirundo
KRF;Крамфорс;Kramfors
KRG;Карасабаи;Karasabai
KRI;Кикори;Kikori
KRJ;Каравари;Karawari
KRK;;J. Paul Ii Balice Intl
KRL;Корла;Korla
KRM;Каранамбо;Karanambo
KRN;Кируна;Kiruna
KRO;Курган;Kurgan
KRP;Каруп;Karup
KRQ;Краматорск;Kramatorsk
KRR;Пашковский;Pashkovsky
KRS;;Kjevik
KRT;;Civil
KRU;;Kerau
KRV;Керио-Валлей;Kerio Valley
KRW;;Turkmanbashi
KRX;Кар-Кар;Kar Kar
KRY;Карамей;Karamay
KRZ;Кири;Kiri
KSA;;Kosrae
KSB;Касаномбе;Kasanombe
KSC;;Barca
KSD;Карлстад;Karlstad
KSE;Касесе;Kasese
KSF;;Kassel-Calden
KSG;Кисенгам;Kisengan
KSH;Керманшах;Kermanshah
KSI;Киссидугу;Kissidougou
KSJ;;Kasos Island
KSK;Карлскуга;Karlskoga
KSL;Кассала;Kassala
KSM;;Saint Marys
KSN;Костанай;Kostanay
KSO;;Aristoteles Airport
KSP;Косипе;Kosipe
KSQ;Карши;Karshi
KSR;;Federal No 1
KSS;Сикассо;Sikasso
KST;Кости;Kosti
KSU;;Kvernberget
KSV;;Springvale
KSW;Кирьят-Шемона;Kiryat Shmona
KSX;Ясуру;Yasuru
KSY;Карс;Kars
KSZ;Котлас;Kotlas
KTA;Каррата;Karratha
KTB;;Thorne Bay
KTC;;Katiola
KTD;;Kitadaito
KTE;Кертех;Kerteh
KTF;Такака;Takaka
KTG;;Ketapang
KTH;;SPB
KTI;Кратье;Kratie
KTK;Кануа;Kanua
KTL;Китале;Kitale
KTM;;Tribhuvan
KTN;;International
KTO;Като;Kato
KTP;;Tinson
KTQ;;Kitee
KTR;;Tindal
KTS;;Brevig Mission
KTT;Киттила;Kittila
KTU;Кота;Kota
KTV;;Kamarata
KTW;;Pyrzowice
KTX;Кутиала;Koutiala
KTY;;Katukurunda Slaf Base
KTZ;;Kwun Tong
KUA;Куантан;Kuantan
KUC;Куриа;Kuria
KUD;;Kudat
KUE;Кукунди;Kukundu
KUF;Курумоч;Kurumoch
KUG;Кубин-Айленд;Kubin Island
KUH;Куширо;Kushiro
KUI;Кавау-Айленд;Kawau Island
KUJ;Кушимото;Kushimoto
KUK;;Kasigluk
KUL;;Kuala Lumpur International Airport (klia)
KUM;;Yakushima
KUN;Каунас;Kaunas
KUO;Куопио;Kuopio
KUP;Купиано;Kupiano
KUQ;Кури;Kuri
KUR;;Kuran-O-Munjan
KUS;;Kulusuk
KUT;Кутаиси;Kopitnari
KUU;;Kullu Manali
KUV;;Gunsan
KUW;;Kugururok River
KUX;;Kuyol
KUY;;Kamusi Airport
KUZ;;Gunsan Airbase
KVA;;Megas Alexandros International
KVB;Сковде;Skovde
KVC;;King Cove
KVD;Гянджа;Gyandzha
KVE;Китава;Kitava
KVG;Кавьенг;Kavieng
KVK;Кировск;Kirovsk
KVL;;Kivalina
KVU;Королеву;Korolevu
KVX;Киров;Kirov
KWA;;Kwajalein
KWB;;Karimunjawa
KWD;Каваджиа;Kawadjia
KWE;Гуйян;Guiyang
KWF;;Waterfall SPB
KWG;Кривой Рог;Krivoy Rog
KWH;Хвахан;Khwahan
KWI;;Kuwait International
